Date	Customer ID	Rgn	Item	Sum of angels	Punching holes	Surface treatment	Open	Weight	Strip thickness	Tolerance	Steel grade	Meters	Revenue	Raw material cost	Total costs
26.04.2017	443258	AT	SECTION_0004887-1.5	653,000		X	X	47.147,100	1,5	4	WB	26.000,000	49.665,72	33.583,50	46.015,44
26.04.2017	443258	AT	SECTION_0004887-1.5	653,000		X	X	47.147,100	1,5	4	WB	26.000,000	49.665,72	33.583,50	46.015,44
26.04.2017	446448144	DE	SECTION_000263-2	180,000	X		X	7.460,169	2	3	WB	6.740,000	18.170,20	5.180,70	13.301,05
26.04.2017	649244	SE	SECTION_020136-0.8_014	1.465,000	X		X	3.429,000	0,8	4	FVZ	3.000,000	15.589,86	0,04	8.513,06
26.04.2017	649244	SE	SECTION_020136-0.8_014	1.465,000	X		X	3.429,000	0,8	4	FVZ	3.000,000	15.589,86	0,04	8.513,06
26.04.2017	649244	SE	SECTION_020136-0.8_015	1.465,000	X		X	3.429,000	0,8	4	FVZ	3.000,000	14.850,42	0,04	7.910,41
26.04.2017	649244	SE	SECTION_020136-0.8_016	1.465,000	X		X	3.429,000	0,8	4	FVZ	3.000,000	14.850,42	0,04	7.910,41
26.04.2017	649244	SE	SECTION_020136-0.8_017	1.465,000	X		X	3.429,000	0,8	4	FVZ	3.000,000	14.542,32	0,04	7.663,40
26.04.2017	4412417	DE	SECTION_0217157-1	180,000			X	3.021,750	1	4	CRNI	15.300,000	18.667,98	3.978,14	8.590,97
26.04.2017	4412417	DE	SECTION_0217157-1	180,000			X	4.206,750	1	4	CRNI	21.300,000	25.988,99	5.581,91	11.275,97
26.04.2017	44164	GB	SECTION_0015761-1.25	809,000		X		23.689,828	1,25	4	FVZ	10.875,000	60.087,20	20.668,34	32.642,72
27.07.2017	4414486	DE	SECTION_0016494-2	1.091,000				10.362,000	2	4	WB	5.000,000	21.156,20	6.066,17	12.989,47
27.07.2017	4414486	DE	SECTION_0016491-1	360,000		X		750,500	1	4	CRNI	2.000,000	10.611,48	1.078,89	5.649,27
27.07.2017	4414558	FR	SECTION_0008475-1.25	965,000				14.122,346	1,25	4	FVZ	4.980,000	22.554,77	10.140,99	17.238,42
27.07.2017	4414558	FR	SECTION_0008475-1.25	965,000				14.122,346	1,25	4	FVZ	4.980,000	22.554,77	10.140,99	17.238,42
27.07.2017	4464571	US	SECTION_0014104-4.5_025	1.800,000	X			19.534,000	3,5	1	WB	2.000,000	26.537,68	11.159,85	23.430,14
27.07.2017	4461915	AT	SECTION_0216977-0.8	182,000	X	X	X	1.660,800	0,8	2	CRNI	3.000,000	39.642,78	3.375,93	17.629,10
27.07.2017	4461915	AT	SECTION_0216977-0.8	182,000	X	X	X	1.660,800	0,8	4	CRNI	3.000,000	13.132,49	3.375,93	8.588,35
27.07.2017	4462495	NL	SECTION_0016074-1.5	529,000	X	X	X	13.882,725	1,5	4	FVZ	6.000,000	27.913,86	9.835,18	21.115,31
27.07.2017	4462495	NL	SERVICE_0000804-4_015	0,000									162.394,84	75.150,88	122.078,63
27.07.2017	4462495	NL	SERVICE_0000804-4_016	0,000									171.471,97	76.165,26	119.741,71
27.07.2017	4462495	NL	SERVICE_0000804-4_017	0,000									206.363,80	74.005,23	117.784,84
27.07.2017	4462495	NL	SERVICE_0000804-4_018	0,000									172.517,08	75.339,32	118.412,44
27.07.2017	4462495	NL	SERVICE_0000804-4_019	0,000									172.845,22	76.534,44	119.831,71
27.07.2017	4445591	AT	SECTION_0224742-1.5	180,000	X		X	3.944,036	1,5	4	FVZ	3.500,000	10.165,70	2.898,31	8.883,38
27.07.2017	4445591	AT	SECTION_0224742-1.5	180,000	X		X	3.944,036	1,5	4	FVZ	3.500,000	10.098,83	2.898,31	8.883,38
27.07.2017	4445591	AT	SECTION_0224742-1.5	180,000	X		X	3.944,036	1,5	4	FVZ	3.500,000	10.023,13	2.898,31	8.767,61
27.07.2017	4445591	AT	SECTION_0224742-1.5	180,000	X		X	3.944,036	1,5	4	FVZ	3.500,000	10.029,82	2.898,31	8.767,61
27.07.2017	4445591	AT	SECTION_0224742-1.5	180,000	X		X	3.944,036	1,5	4	FVZ	3.500,000	9.810,00	2.898,31	8.565,00
27.07.2017	4445591	AT	SECTION_0224742-1.5	180,000	X		X	3.944,036	1,5	4	FVZ	3.500,000	9.797,20	2.898,31	8.565,00
27.07.2017	4445591	AT	SECTION_0224742-1.5	180,000	X		X	3.944,036	1,5	4	FVZ	3.500,000	9.806,73	2.898,31	8.565,00
27.07.2017	4461915	AT	SECTION_0216976-0.8	182,000	X	X	X	1.084,800	0,8	4	CRNI	3.000,000	10.422,19	2.205,94	7.358,26
27.07.2017	4461915	AT	SECTION_0216976-0.8	182,000	X	X	X	1.084,800	0,8	4	CRNI	3.000,000	63.091,89	2.205,94	33.901,40
27.07.2017	4461915	AT	SECTION_0216978-0.8	181,000	X	X	X	2.236,800	0,8	4	CRNI	3.000,000	15.380,63	4.545,92	9.818,52
27.07.2017	44642445	NL	SECTION_0224991-1	1.080,000	X			3.341,700	1	4	CRNI	3.000,000	23.525,47	3.913,73	13.630,73
27.07.2017	44642445	NL	SECTION_0224991-1	1.080,000	X			3.341,700	1	4	CRNI	3.000,000	23.525,47	3.913,73	13.630,73
27.07.2017	44145144	DE	SECTION_0016540-2.25	360,000			X	5.254,594	2,25	4	WB	5.000,000	7.907,90	3.077,00	7.179,09
27.07.2017	4424419	DE	SECTION_0017605-4	360,000		X		15.648,975	3	4	WB	3.000,000	18.301,14	9.113,84	15.735,44
27.07.2017	44144649	DE	SECTION_0011419-4.75	510,000			X	19.009,266	3,75	4	FVZ	2.100,000	29.978,13	0,00	25.795,89
27.07.2017	44144649	DE	SECTION_0011419-4.75	510,000			X	19.009,266	3,75	4	FVZ	2.100,000	29.978,13	0,00	25.795,89
27.07.2017	44144649	DE	SECTION_0011419-4.75	510,000			X	19.009,266	3,75	4	FVZ	2.100,000	29.978,13	0,00	25.795,89
27.07.2017	4414449	DE	SECTION_0015480-2.5	360,000				19.311,000	2,5	4	FVZ	3.000,000	22.368,06	13.257,61	19.184,87
23.03.2017	443344	CH	SECTION_0224652-1.5	900,000		X		24.285,938	1,5	4	FVZ	15.000,000	64.855,05	19.857,36	32.054,04
23.03.2017	443344	CH	SECTION_0224654-1.5	540,000		X		20.029,275	1,5	4	FVZ	15.000,000	46.215,00	16.374,04	24.769,56
23.03.2017	68559	CH	SECTION_0217474-2.5_014	720,000				109,601	2,5	4	CRNI	0,000	9.454,44	206,02	8.333,48
23.03.2017	68559	CH	SECTION_0217474-2.5_014	720,000				109,601	2,5	4	CRNI	0,000	9.311,58	206,02	8.193,88
23.03.2017	68559	CH	SECTION_0217474-2.5_017	720,000				154,051	2,5	4	CRNI	0,000	8.313,45	204,57	7.258,90
23.03.2017	68559	CH	SECTION_0217474-2.5_018	720,000				77,026	2,5	4	CRNI	0,000	7.984,25	102,71	7.057,35
23.03.2017	68559	CH	SECTION_0217474-2.5_016	720,000				77,026	2,5	4	CRNI	0,000	7.979,63	102,71	7.052,83
10.05.2017	4426766	CH	SECTION_0224941-2.5	1.348,000		X		19.487,625	2,5	4	WB	3.000,000	44.366,40	12.764,12	21.267,62
10.05.2017	4426766	CH	SECTION_0224941-2.5	1.348,000		X		19.487,625	2,5	4	FVZ	3.000,000	47.385,78	15.632,01	24.201,76
21.03.2017	44184487	BY	SECTION_001523-4	720,000		X		17.584,000	4	4	WB	2.500,000	23.056,15	12.027,99	22.642,77
21.03.2017	64521	DE	SECTION_0221507-1	1.740,000	X			11.645,475	1	1	FVZ	4.600,000	27.211,39	10.610,03	22.092,31
21.03.2017	64521	DE	SECTION_0221507-1	1.740,000	X			11.645,475	1	1	FVZ	4.600,000	27.211,39	10.610,03	22.092,31
21.03.2017	64521	DE	SECTION_0221507-1	1.740,000	X			11.645,475	1	4	FVZ	4.600,000	27.211,39	10.610,03	22.092,31
27.03.2017	4414127	FI	SECTION_0011092-1_005	1.260,000				15.672,000	1	4	CRNI	8.000,000	107.079,41	24.920,15	46.367,13
21.03.2017	44129441	DE	SECTION_0218667-2.5	570,000			X	134.205,563	2,5	4	WB	47.000,000	139.751,16	96.926,65	120.387,27
21.03.2017	44129441	DE	SECTION_0218667-2.5	570,000			X	134.205,563	2,5	4	WB	47.000,000	139.788,93	96.926,65	120.387,27
21.03.2017	44129441	DE	SECTION_0218667-2.5	570,000			X	134.205,563	2,5	4	WB	47.000,000	140.426,72	96.926,65	122.289,39
21.03.2017	44129441	DE	SECTION_0218667-2.5	570,000			X	134.205,563	2,5	4	WB	47.000,000	139.397,54	96.926,65	120.387,27
21.03.2017	44144261	DE	SECTION_0204746-1	720,000		X	X	5.000,700	1	4	CRNI	3.000,000	27.992,38	6.189,72	19.036,12
21.03.2017	44144261	DE	SECTION_0204746-1	720,000		X	X	5.000,700	1	4	CRNI	3.000,000	27.992,38	6.189,72	19.581,53
21.03.2017	44144261	DE	SECTION_0204746-1	720,000		X	X	5.000,700	1	4	CRNI	3.000,000	27.992,38	6.189,72	18.281,62
21.03.2017	44144261	DE	SECTION_0204746-1	720,000		X	X	5.000,700	1	4	CRNI	3.000,000	27.992,38	6.189,72	19.569,66
21.03.2017	44144261	DE	SECTION_0204746-1	720,000		X	X	5.000,700	1	4	CRNI	3.000,000	27.992,38	6.189,72	20.854,31
21.03.2017	4456448	IT	SECTION_0206452-4	720,000		X		13.502,000	4	4	WB	2.000,000	27.790,62	8.955,39	18.315,05
21.03.2017	4458758	RU	SECTION_0224587-6	383,000			X	20.587,410	6	4	WB	3.000,000	28.807,35	0,00	9.259,23
21.03.2017	444273	IT	SECTION_0010877-1.75_004	588,000	X			33.459,700	1,75	4	FVZ	15.650,000	103.541,06	31.991,09	76.266,07
21.03.2017	444273	IT	SECTION_0010877-1.75_004	588,000	X			33.459,700	1,75	4	FVZ	15.650,000	83.856,78	31.177,23	63.968,77
21.03.2017	444273	IT	SECTION_0010877-1.75_005	588,000	X			33.459,700	1,75	4	FVZ	15.650,000	81.672,36	30.626,30	63.176,59
21.03.2017	444273	IT	SECTION_0010877-1.75_007	588,000	X			33.459,700	1,75	4	FVZ	15.650,000	80.454,59	29.887,56	62.114,50
21.03.2017	444273	IT	SECTION_0010877-1.75_024	588,000	X			33.459,700	1,75	4	FVZ	15.650,000	71.678,78	28.710,60	56.253,25
21.03.2017	4435441	AT	SECTION_021321-4	988,000				118.729,680	3	4	WB	13.700,000	115.795,28	78.790,92	99.527,87
21.03.2017	4435441	AT	SECTION_021321-4	988,000				118.729,680	3	4	WB	13.700,000	115.795,28	78.790,92	99.527,87
21.03.2017	44644477	AT	SECTION_0221910-1	270,000	X	X	X	5.656,400	1	4	CRNI	20.000,000	30.960,60	7.432,59	18.546,45
21.03.2017	44644477	AT	SECTION_0221910-1	270,000	X	X	X	5.656,400	1	4	CRNI	20.000,000	30.960,60	7.432,59	18.546,45
22.03.2017	4434442	IT	SECTION_0204052-2	767,000		X	X	15.386,000	2	4	FVZ	5.000,000	25.264,20	12.867,01	19.180,72
22.03.2017	4457744	DE	SECTION_0204987-8	580,000			X	173.092,500	8	4	WB	12.500,000	194.488,13	124.130,43	158.754,02
23.03.2017	44144299	DE	SECTION_0017741-0.8	673,000		X	X	1.862,400	0,8	4	CRNI	3.000,000	15.916,59	3.511,98	7.687,86
23.03.2017	441437	DE	SECTION_0224680-4	1.080,000				8.911,320	4	4	WB	1.500,000	24.586,38	6.141,56	18.132,49
24.03.2017	4437144	IT	SECTION_0015980-1.5	1.000,000	X	X		14.453,813	1,5	4	KB	5.000,000	72.958,09	10.681,06	38.926,41
24.03.2017	4437144	IT	SECTION_0015980-1.5	1.000,000	X	X		14.453,813	1,5	4	KB	5.000,000	72.958,09	10.681,06	38.926,41
24.03.2017	441236	DE	SECTION_0012971-2	1.150,000			X	7.741,830	2	4	FVZ	3.091,600	17.081,90	6.471,70	13.994,62
24.03.2017	44144499	DE	SECTION_0201259-2	800,000		X		17.152,250	2	4	FVZ	5.000,000	27.574,95	14.127,32	23.568,38
24.03.2017	4451491	SE	SECTION_0017457-2	366,000			X	5.086,800	2	4	WB	3.000,000	8.719,23	3.348,32	7.038,55
24.03.2017	4451491	SE	SECTION_0016865-5	360,000	X		X	23.903,250	5	1	WB	3.000,000	39.621,66	17.258,46	28.598,54
04.04.2017	4414167	ES	SECTION_0015450-2	720,000	X		X	33.472,400	2	4	WB	4.000,000	49.583,56	22.374,21	37.351,50
27.03.2017	4412871	US	SECTION_0017692-4	720,000	X	X		1.340,014	4	4	WB	116,600	4.044,72	930,42	11.549,42
27.03.2017	4412871	US	SECTION_0017692-4	720,000	X	X		1.340,014	4	4	WB	116,600	3.868,96	930,42	11.494,70
27.03.2017	4412871	US	SECTION_0017692-4	720,000	X	X		1.340,014	4	4	WB	116,600	3.791,59	930,42	11.584,22
27.03.2017	4412871	US	SECTION_0017692-4	720,000	X	X		1.340,014	4	4	WB	116,600	3.791,59	930,42	11.584,22
07.04.2017	4412187	ES	SECTION_0007554-4	1.020,000				168.147,000	3	4	WB	20.000,000	161.855,20	110.127,19	137.995,80
27.03.2017	4421992	DE	SECTION_0016992-1.5	360,000	X			24.727,500	1,5	4	WB	20.000,000	57.343,68	16.959,49	42.387,14
27.03.2017	4421992	DE	SECTION_0016992-1.5	360,000	X			24.727,500	1,5	4	WB	20.000,000	107.095,72	16.959,49	79.969,30
27.03.2017	4421992	DE	SECTION_0016992-1.5	360,000	X			24.727,500	1,5	4	WB	20.000,000	100.038,23	16.959,49	69.908,57
27.03.2017	4421992	DE	SECTION_0016992-1.5	360,000	X			24.727,500	1,5	4	WB	20.000,000	61.712,94	16.959,49	45.076,45
27.03.2017	4421992	DE	SECTION_0016992-1.5	360,000	X			24.727,500	1,5	4	WB	20.000,000	63.371,74	16.959,49	46.471,66
27.03.2017	4421992	DE	SECTION_0016992-1.5	360,000	X			24.727,500	1,5	4	WB	20.000,000	70.798,64	16.959,49	51.215,74
27.03.2017	4421992	DE	SECTION_0016992-1.5	360,000	X			24.727,500	1,5	4	WB	20.000,000	70.204,04	16.959,49	50.602,36
27.03.2017	4421992	DE	SECTION_0016992-1.5	360,000	X			24.727,500	1,5	4	WB	20.000,000	78.395,37	16.959,49	56.794,99
27.03.2017	4421992	DE	SECTION_0016992-1.5	360,000	X			24.727,500	1,5	4	WB	20.000,000	66.117,53	16.959,49	52.030,10
27.03.2017	4421992	DE	SECTION_0016992-1.5	360,000	X			24.727,500	1,5	4	WB	20.000,000	68.681,97	16.959,49	54.732,17
27.03.2017	4421992	DE	SECTION_0016992-1.5	360,000	X			24.727,500	1,5	4	WB	20.000,000	91.524,39	16.959,49	93.377,02
27.03.2017	4421992	DE	SECTION_0016992-1.5	360,000	X			24.727,500	1,5	4	WB	20.000,000	60.424,79	16.959,49	51.360,84
27.03.2017	4421992	DE	SECTION_0016992-1.5	360,000	X			24.727,500	1,5	4	WB	20.000,000	69.645,09	16.959,49	55.229,03
27.03.2017	4421992	DE	SECTION_0016992-1.5	360,000	X			24.727,500	1,5	4	WB	20.000,000	60.853,58	16.959,49	48.273,59
27.03.2017	4421992	DE	SECTION_0016992-1.5	360,000	X			24.727,500	1,5	4	WB	20.000,000	111.786,82	16.959,49	95.133,53
27.03.2017	4421992	DE	SECTION_0016992-1.5	360,000	X			24.727,500	1,5	4	WB	20.000,000	123.464,48	16.959,49	115.487,30
27.03.2017	4421992	DE	SECTION_0016992-1.5	360,000	X			24.727,500	1,5	4	WB	20.000,000	100.594,54	16.959,49	93.059,63
27.03.2017	4421992	DE	SECTION_0016992-1.5	360,000	X			24.727,500	1,5	4	WB	20.000,000	82.620,84	16.959,49	67.002,88
27.03.2017	4421992	DE	SECTION_0016992-1.5	360,000				24.727,500	1,5	4	WB	20.000,000	68.013,25	16.959,49	55.243,21
27.03.2017	44627444	TR	SECTION_0200970-2	899,000				42.280,728	2	4	WB	11.760,000	57.972,10	30.231,64	42.595,08
27.03.2017	446317	US	SECTION_0016665-4	520,000			X	5.495,000	4	4	FVZ	2.000,000	16.904,42	4.258,90	11.518,62
27.03.2017	443817	IT	SECTION_0015164-1.5	691,000			X	23.785,500	1,5	4	FVZ	20.000,000	33.891,00	19.444,43	26.927,20
27.04.2017	4447541	UA	SECTION_0201168-2	1.039,000				21.053,700	2	4	WB	4.500,000	31.657,28	14.619,98	23.533,12
27.04.2017	44373	AT	SECTION_0001070-1.5	360,000			X	10.774,125	1,5	4	KB	15.000,000	13.556,40	7.958,14	12.192,20
27.04.2017	618244	DE	SECTION_0017464-4	360,000			X	8.159,604	4	4	WB	2.840,000	16.450,08	5.890,95	13.915,33
27.04.2017	44373	AT	SECTION_0009519-1.5	360,000			X	2.943,750	1,5	4	FVZ	5.000,000	6.778,20	2.438,59	5.883,22
27.04.2017	4461915	AT	SECTION_0224145-0.8	270,000	X	X	X	4.453,120	0,8	4	CRNI	3.500,000	33.000,07	7.958,86	15.561,48
27.04.2017	4461915	AT	SECTION_0224125-0.8	270,000	X	X	X	3.781,120	0,8	4	CRNI	3.500,000	29.700,20	6.796,70	14.338,69
27.04.2017	443592	CZ	SECTION_0012041-2	1.560,000		X		12.905,400	2	4	WB	4.000,000	27.441,44	8.491,89	17.610,14
27.04.2017	4456448	IT	SECTION_0214278-4	720,000		X		26.069,850	3	4	WB	6.000,000	37.957,92	17.885,68	27.555,98
27.04.2017	4459446	AT	SECTION_0214500-2.25	2.036,000			X	13.202,719	2,25	4	FVZ	2.500,000	33.069,40	10.672,28	18.234,40
27.04.2017	4414592	DE	SECTION_0224946-1.5	1.356,000		X	X	15.519,450	1,5	4	FVZ	20.000,000	47.447,40	13.044,25	29.709,82
29.03.2017	443945	AT	SERVICE_00127	0,000									805,68	0,00	0,00
29.03.2017	443945	AT	SERVICE_00125	0,000									2.265,23	0,00	0,00
29.03.2017	443945	AT	SERVICE_01009	0,000									175,82	0,00	0,00
29.03.2017	443945	AT	SERVICE_01009	0,000									142,86	0,00	0,00
27.03.2017	443344	CH	SECTION_0012622-1.9	1.280,000		X		22.409,788	1,9	4	WB	5.000,000	42.877,25	14.863,75	24.301,91
27.03.2017	4459978	CH	SECTION_022319-1.25	360,000	X			11.619,784	1,25	4	CRNI	17.910,000	127.060,54	13.491,64	66.467,07
28.03.2017	443124	CH	SECTION_0011946-1.25_004	506,000		X	X	26.125,000	1,25	4	FVZ	25.000,000	37.485,50	20.793,33	30.801,98
28.03.2017	443344	CH	SECTION_0009865-2	720,000				8.195,400	2	4	WB	3.000,000	13.802,88	5.308,71	11.116,41
28.03.2017	443344	CH	SECTION_0016997-1.5	720,000		X		3.179,250	1,5	4	FVZ	3.000,000	15.928,77	2.600,22	9.259,65
28.03.2017	443344	CH	SECTION_0202800-1.5	714,000		X		15.719,625	1,5	4	WB	5.000,000	40.515,15	10.622,01	19.578,64
27.03.2017	44469441	SE	SECTION_0014667-4	250,000	X		X	7.015,200	4	4	CRNI	3.000,000	40.452,28	7.487,03	19.005,02
27.03.2017	4452675	ES	SECTION_0015954-0.8	728,000		X	X	24.021,000	0,8	4	FVZ	25.000,000	49.809,50	19.843,95	38.340,17
27.03.2017	4452675	ES	SECTION_0015954-0.8	728,000		X	X	24.021,000	0,8	4	FVZ	25.000,000	49.809,50	19.843,95	38.340,17
27.03.2017	4452675	ES	SECTION_0015954-0.8	728,000		X	X	24.021,000	0,8	4	FVZ	25.000,000	49.809,50	19.843,95	38.340,17
27.03.2017	4452675	ES	SECTION_0015954-0.8	728,000		X	X	24.021,000	0,8	4	FVZ	25.000,000	49.809,50	19.843,95	38.340,17
27.03.2017	4452675	ES	SECTION_0015954-0.8	728,000		X	X	24.021,000	0,8	4	FVZ	25.000,000	49.809,50	19.843,95	38.340,17
27.03.2017	4452675	ES	SECTION_0015954-0.8	728,000		X	X	24.021,000	0,8	4	FVZ	25.000,000	49.809,50	19.843,95	38.340,17
27.03.2017	689944	DE	SECTION_0215166-2_004	360,000	X	X		18.340,960	2	4	KB	0,000	47.858,20	13.590,27	26.294,85
27.03.2017	689944	DE	SECTION_0215165-2_004	360,000	X	X		15.868,425	2	4	KB	0,000	51.195,95	11.644,23	31.053,43
27.03.2017	689944	DE	SECTION_0215164-2_005	360,000	X	X		13.854,675	2	4	KB	0,000	44.777,20	10.165,59	26.244,84
27.03.2017	443694	IT	SECTION_0004620-2	630,000		X		29.987,000	2	4	WB	10.000,000	35.431,50	19.735,88	29.459,81
27.03.2017	443694	IT	SECTION_0211947-2	630,000		X		18.902,800	2	4	WB	7.000,000	25.017,72	12.437,76	20.074,83
27.03.2017	4416751	PL	SECTION_0016664-0.8	180,000			X	910,080	0,8	4	CRNI	6.000,000	9.068,41	1.158,48	4.979,22
27.03.2017	44149444	IT	SECTION_0015565-2_001	1.650,000		X		23.590,000	2	4	FVZ	5.000,000	39.334,10	18.324,21	29.811,74
27.03.2017	4414344	PT	SECTION_0018477-2.5	1.013,000				64.998,000	2,5	4	WB	9.000,000	75.330,45	44.929,57	58.741,93
28.03.2017	4461791	FR	SECTION_0221700-2	540,000		X		18.212,000	2	4	WB	10.000,000	24.648,00	11.983,68	19.606,15
28.03.2017	443882	BE	SECTION_0008941-4.5	540,000	X	X		6.237,494	3,5	4	WB	964,010	14.818,25	4.302,01	15.500,26
28.03.2017	443882	BE	SECTION_0008941-4.5	540,000	X	X		6.237,494	3,5	4	WB	964,010	14.818,25	4.302,01	15.500,26
28.03.2017	443882	BE	SECTION_0008941-4.5	540,000		X		6.237,494	3,5	4	WB	964,010	12.672,49	4.302,01	12.194,42
28.03.2017	44144418	DE	SECTION_0001774-0.7	720,000		X	X	2.233,718	0,7	4	FVZ	5.000,000	10.218,65	1.871,52	7.530,28
28.03.2017	6498	LT	SECTION_020376-1.5	360,000		X		20.700,450	1,5	4	KB	6.000,000	37.464,96	16.475,48	26.877,96
28.03.2017	6498	LT	SECTION_020377-1.5	360,000		X		19.287,450	1,5	4	KB	6.000,000	32.720,22	15.353,24	25.126,78
28.03.2017	44612144	DE	SECTION_0204141-0.75	180,000	X	X	X	2.204,100	0,75	1	CRNI	12.000,000	18.588,73	2.906,09	8.961,62
28.03.2017	44612144	DE	SECTION_0204141-0.75	180,000	X	X	X	2.204,100	0,75	1	CRNI	12.000,000	18.588,73	2.906,09	8.961,62
28.03.2017	69582	DE	SECTION_001823-4_008	270,000	X		X	3.706,679	3	4	FVZ	0,000	7.162,30	3.563,55	3.866,08
28.03.2017	69582	DE	SECTION_001823-4_009	270,000	X		X	3.032,737	3	4	FVZ	0,000	5.860,06	2.915,64	3.163,17
05.04.2017	44353	SI	SECTION_0206188-4	720,000		X	X	90.314,250	3	4	WB	10.000,000	111.532,20	59.930,99	81.448,30
05.04.2017	44353	SI	SECTION_0206188-4	720,000		X	X	90.314,250	3	4	WB	10.000,000	111.532,20	59.930,99	81.448,30
05.04.2017	44353	SI	SECTION_0206188-4	720,000		X	X	90.314,250	3	4	WB	10.000,000	111.429,50	59.930,99	78.729,60
05.04.2017	44353	SI	SECTION_0206188-4	720,000		X	X	90.314,250	3	4	WB	10.000,000	111.429,50	59.930,99	78.729,60
05.04.2017	44353	SI	SECTION_0017929-4	645,000		X	X	110.096,250	3	4	WB	10.000,000	131.764,10	73.057,73	99.002,81
05.04.2017	44353	SI	SECTION_0017929-4	645,000		X	X	110.096,250	3	4	WB	10.000,000	131.764,10	73.057,73	95.576,69
05.04.2017	44353	SI	SECTION_0017929-4	645,000		X	X	110.096,250	3	4	WB	10.000,000	131.764,10	73.057,73	93.673,37
05.04.2017	44353	SI	SECTION_0017929-4	645,000		X	X	110.096,250	3	4	WB	10.000,000	131.764,10	73.057,73	93.673,37
05.04.2017	44353	SI	SECTION_0017929-4	645,000		X	X	110.096,250	3	4	WB	10.000,000	131.764,10	73.057,73	93.673,37
05.04.2017	44353	SI	SECTION_0017929-4	645,000		X	X	110.096,250	3	4	WB	10.000,000	131.764,10	73.057,73	93.673,37
29.03.2017	441661	DE	SECTION_0005778-2	1.034,000	X			59.628,600	2	4	FVZ	9.000,000	100.748,70	45.320,33	78.075,74
29.03.2017	441661	DE	SECTION_0005778-2	1.034,000				59.628,600	2	4	FVZ	9.000,000	92.430,00	45.320,33	62.543,31
29.03.2017	441661	DE	SECTION_0005778-2	1.034,000				59.628,600	2	4	FVZ	9.000,000	92.430,00	45.320,33	62.543,31
29.03.2017	445616	LT	SECTION_0214749-2	360,000		X		21.760,200	2	4	WB	6.000,000	26.804,70	14.321,18	22.209,09
29.03.2017	445616	LT	SECTION_0214740-2	360,000		X		18.981,300	2	4	WB	6.000,000	24.894,48	12.493,03	20.199,12
29.03.2017	44614447	SK	SECTION_0018411-0.5	840,000		X	X	4.661,000	0,5	4	CRNI	8.000,000	42.136,02	10.561,28	20.923,32
29.03.2017	44142441	ES	SECTION_001523-4	720,000		X		21.100,800	4	4	WB	3.000,000	25.911,21	14.542,92	25.712,46
29.03.2017	44142441	ES	SECTION_001523-4	720,000		X		21.100,800	4	4	WB	3.000,000	25.911,21	14.542,92	25.712,46
29.03.2017	44124487	NL	SECTION_0016719-2.5	360,000				5.416,500	2,5	1	WB	3.000,000	13.340,73	3.548,64	10.764,79
29.03.2017	44596441	ES	SECTION_0222260-1.5	720,000			X	10.897,763	1,5	4	FVZ	3.000,000	20.889,18	8.911,90	18.053,44
29.03.2017	44596441	ES	SECTION_0217400-1.25	933,000				13.148,750	1,25	4	FVZ	5.000,000	23.364,25	10.861,52	18.196,18
07.04.2017	4412758	DE	SECTION_0224795-5	360,000	X		X	47.198,125	5	4	WB	5.000,000	54.328,30	30.816,90	43.309,69
07.04.2017	4412758	DE	SECTION_0224795-5	360,000	X		X	47.198,125	5	4	WB	5.000,000	54.328,30	30.816,90	43.309,69
30.03.2017	443945	AT	SERVICE_00111	0,000									330,69	0,00	0,00
30.03.2017	443945	AT	SERVICE_0538	0,000									462,15	0,00	0,00
30.03.2017	443945	AT	SERVICE_0538	0,000									0,10	0,00	0,00
30.03.2017	443945	AT	SERVICE_02665	0,000									0,00	0,00	0,00
30.03.2017	443945	AT	SERVICE_02665	0,000									0,00	0,00	0,00
30.03.2017	443945	AT	SERVICE_02178	0,000									0,00	0,00	0,00
30.03.2017	443945	AT	SERVICE_00110	0,000									794,80	0,00	0,00
30.03.2017	443945	AT	SERVICE_00110	0,000									497,17	0,00	0,00
30.03.2017	443945	AT	SERVICE_00110	0,000									693,94	0,00	0,00
03.04.2017	443945	AT	SERVICE_05480	0,000									618,97	0,00	0,00
03.04.2017	443945	AT	SERVICE_05480	0,000									176,85	0,00	0,00
31.03.2017	443945	AT	SERVICE_00111	0,000									241,55	0,00	0,00
31.03.2017	443945	AT	SERVICE_00624	0,000									226,04	0,00	0,00
31.03.2017	443945	AT	SERVICE_00624	0,000									840,85	0,00	0,00
29.03.2017	443158	CH	SECTION_0006204-5	360,000			X	26.493,750	5	4	WB	3.000,000	57.090,93	16.778,24	25.734,65
26.04.2017	443122	CH	SECTION_0004966-2	180,000			X	3.830,800	2	4	FVZ	8.000,000	10.352,16	3.097,61	7.765,56
29.03.2017	644867	DE	SECTION_0017971-1	590,000	X		X	1.193,200	1	3	FVZ	2.000,000	14.645,02	991,96	8.445,52
29.03.2017	44644477	AT	SECTION_0224748-1	270,000	X	X	X	5.814,400	1	4	CRNI	20.000,000	31.807,50	7.642,71	18.768,79
29.03.2017	44644477	AT	SECTION_0224748-1	270,000	X	X	X	5.814,400	1	4	CRNI	20.000,000	31.807,50	7.642,71	18.768,79
30.03.2017	4412545	FR	SECTION_0014258-2	360,000				3.697,350	2	4	WB	1.000,000	10.044,06	2.502,44	7.561,21
29.03.2017	441641	GB	SECTION_0016400-4	201,000	X		X	8.931,019	3	4	NE-LEG	0,000	85.828,14	0,00	7.082,09
